"","X","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng"
"1",1,2239401000,1.349087e+18,1610482456,"MrMet","I laced up my @newbalancerunning sneakers and took part in the @NYRR Virtual Resolution Run 5K with @MrsMet. We won’t talk about who won but happy to #ResolveToRun. #WeGotNow

NB wants to hook you up with 20% off at https://t.co/MlLvs8EjZg. Use code: NYRR5KVVR starting Jan. 13. https://t.co/HO5gSPffPo","Twitter for iPhone",278,NA,NA,NA,FALSE,FALSE,278,40,NA,NA,"c(""ResolveToRun"", ""WeGotNow"")",NA,"newbalance.com","https://t.co/MlLvs8EjZg","http://www.newbalance.com","http://pbs.twimg.com/ext_tw_video_thumb/1349087286965760005/pu/img/GSbXvTLLz8CPmxwG.jpg","https://t.co/HO5gSPffPo","https://twitter.com/MrMet/status/1349087318028787715/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1349087286965760005/pu/img/GSbXvTLLz8CPmxwG.jpg","https://t.co/HO5gSPffPo","https://twitter.com/MrMet/status/1349087318028787715/video/1",NA,"c(""18192214"", ""2424221178"")","c(""nyrr"", ""mrsmet"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/MrMet/status/1349087318028787715","Mr. Met","Citi Field - Flushing, NY","Official Twitter page of the @Mets mascot. I’m all about family, fun and the Mets!","https://t.co/ybvHOGW9GS",FALSE,70410,83,553,4087,3545,1386691650,TRUE,"https://t.co/ybvHOGW9GS","http://atmlb.com/1aFtL31",NA,"https://pbs.twimg.com/profile_banners/2239401462/1554339414","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/727890724377776128/9Rjzu69O_normal.jpg",NA,NA
"2",2,143157400,1.351453e+18,1611046493,"JimMaisano","I laced up my @newbalancerunning sneakers and took part in the @NYRR Virtual Resolution Run 5K with @MrsMet. We won’t talk about who won but happy to #ResolveToRun. #WeGotNow

NB wants to hook you up with 20% off at https://t.co/MlLvs8EjZg. Use code: NYRR5KVVR starting Jan. 13. https://t.co/HO5gSPffPo","Twitter Web App",140,NA,NA,NA,FALSE,TRUE,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2239401462","MrMet","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.349087e+18,"I laced up my @newbalancerunning sneakers and took part in the @NYRR Virtual Resolution Run 5K with @MrsMet. We won’t talk about who won but happy to #ResolveToRun. #WeGotNow

NB wants to hook you up with 20% off at https://t.co/MlLvs8EjZg. Use code: NYRR5KVVR starting Jan. 13. https://t.co/HO5gSPffPo",1610482456,"Twitter for iPhone",278,40,2239401000,"MrMet","Mr. Met",70410,83,4087,"Citi Field - Flushing, NY","Official Twitter page of the @Mets mascot. I’m all about family, fun and the Mets!",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/JimMaisano/status/1351453063710715909","Jim Maisano","New Rochelle, NY","👍Sports & Consumer Protection!
Radio Host-College Hoops Chat!
@Giants @Titans @NYRangers @Mets
Iona SJUBB @UBuffalo @UofSC 
Attorney & USMC Vet
😎 WilmingtonNC","https://t.co/sZQiSfk5iY",FALSE,36046,27739,169,28451,18099,1273691030,FALSE,"https://t.co/sZQiSfk5iY","https://collegehoopschat.com/",NA,"https://pbs.twimg.com/profile_banners/143157367/1604916089","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/445224005302099969/-MigL8V7_normal.jpeg",NA,NA
"3",3,8.955959e+17,1.351379e+18,1611028888,"thxnnxghxrxn","Introducing the TWO WXY.

Today’s game is positionless. On court this season. Launching in 2021. @newbalance #WeGotNow https://t.co/ElCw9uZTuW","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,111,NA,NA,"WeGotNow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""1042043028922425344"", ""5838072"")","c(""newbalancehoops"", ""newbalance"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.343573e+18,"Introducing the TWO WXY.

Today’s game is positionless. On court this season. Launching in 2021. @newbalance #WeGotNow https://t.co/ElCw9uZTuW",1609167664,"Twitter Web App",1266,111,1.042043e+18,"newbalancehoops","New Balance Basketball",12423,16,578,"Boston, MA","WE GOT NOW.",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/thxnnxghxrxn/status/1351379219922575360","Hashtagram ✨","Brooklyn 99","Water, wine or whiskey. you still can’t afford me",NA,FALSE,167,214,0,4094,2598,1502361664,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/895595850356867072/1608123677",NA,"http://pbs.twimg.com/profile_images/1349998633756725251/ew9oW1tJ_normal.jpg",NA,NA
"4",4,944415000,1.351366e+18,1611025847,"lilobalboa","I laced up my @newbalancerunning sneakers and took part in the @NYRR Virtual Resolution Run 5K with @MrsMet. We won’t talk about who won but happy to #ResolveToRun. #WeGotNow

NB wants to hook you up with 20% off at https://t.co/MlLvs8EjZg. Use code: NYRR5KVVR starting Jan. 13. https://t.co/HO5gSPffPo","Twitter for Android",140,NA,NA,NA,FALSE,TRUE,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2239401462","MrMet","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.349087e+18,"I laced up my @newbalancerunning sneakers and took part in the @NYRR Virtual Resolution Run 5K with @MrsMet. We won’t talk about who won but happy to #ResolveToRun. #WeGotNow

NB wants to hook you up with 20% off at https://t.co/MlLvs8EjZg. Use code: NYRR5KVVR starting Jan. 13. https://t.co/HO5gSPffPo",1610482456,"Twitter for iPhone",278,40,2239401000,"MrMet","Mr. Met",70410,83,4087,"Citi Field - Flushing, NY","Official Twitter page of the @Mets mascot. I’m all about family, fun and the Mets!",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/lilobalboa/status/1351366468311543809","It's A Balboa Thing!","Phoenix, AZ","†♌⚾⛳🎨🎤💄🌙 25 | Softball Player #8 
8:28 ❤Brandon Drury💯⚾️🥎 BLACK LIVES MATTER",NA,FALSE,420,1470,4,10152,54549,1352748475,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/944414958/1587188402","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/1277493402892824582/AP58Sz1C_normal.jpg",NA,NA
"5",5,1131698000,1.351365e+18,1611025524,"rmoen24","Just large news coming very soon about these events. Rosters are just beginning to be formed but man this is gonna be good. Get to a @NB_Baseball @Program15BB @ftrstarsseries Regional Combine #WeGotNow https://t.co/yvPQFjg4Pv","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"140488570","_JeremyBooth","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.351331e+18,"Just large news coming very soon about these events. Rosters are just beginning to be formed but man this is gonna be good. Get to a @NB_Baseball @Program15BB @ftrstarsseries Regional Combine #WeGotNow https://t.co/yvPQFjg4Pv",1611017357,"Twitter for iPhone",37,6,140488600,"_JeremyBooth","Jeremy Booth",16106,1670,48416,"Earth ","Husband to @_reneebooth. CEO, President of Baseball Operations @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/rmoen24/status/1351365113576566787","Robbie Moen","","",NA,FALSE,146,360,0,1938,3980,1359481509,FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,NA
"6",6,1131698000,1.350637e+18,1610851974,"rmoen24","Congrats 2022 outfielder Brett Hall (@bhall03) for committing to @RaginCajunsBSB! #WeGotNow
https://t.co/3MawBTiVtM","Twitter for iPhone",135,NA,NA,NA,FALSE,TRUE,0,10,NA,NA,"WeGotNow",NA,NA,NA,NA,"http://pbs.twimg.com/ext_tw_video_thumb/1349069635220549633/pu/img/TOxmCzMqXGMP8IOb.jpg","https://t.co/3MawBTiVtM","https://twitter.com/ftrstarsseries/status/1349069716342648834/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1349069635220549633/pu/img/TOxmCzMqXGMP8IOb.jpg","https://t.co/3MawBTiVtM","https://twitter.com/ftrstarsseries/status/1349069716342648834/video/1",NA,"c(""768995960643084292"", ""1087195621130493952"", ""2305590313"")","c(""ftrstarsseries"", ""bhall03"", ""RaginCajunsBSB"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.350224e+18,"Congrats 2022 outfielder Brett Hall (@bhall03) for committing to @RaginCajunsBSB! #WeGotNow
https://t.co/3MawBTiVtM",1610753365,"Twitter for iPhone",44,10,7.68996e+17,"ftrstarsseries","New Balance 𝗙𝘂𝘁𝘂𝗿𝗲 𝗦𝘁𝗮𝗿𝘀 𝗦𝗲𝗿𝗶𝗲𝘀",22691,7560,19908,"","The global player identification and development series for @NB_Baseball executed by @Program15BB to #MakeYourName Email Us: info@program15.com",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/rmoen24/status/1350637192067035146","Robbie Moen","","",NA,FALSE,146,360,0,1938,3980,1359481509,FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,NA
"7",7,1131698000,1.350637e+18,1610851966,"rmoen24","Already in process. Let’s keep it moving. The @NB_Baseball @Program15BB @ftrstarsseries Rolls on #WeGotNow https://t.co/bW2PnExYlz","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,4,NA,NA,"WeGotNow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""140488570"", ""365013915"", ""3873202333"", ""768995960643084292"")","c(""_JeremyBooth"", ""NB_Baseball"", ""Program15BB"", ""ftrstarsseries"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.350524e+18,"Already in process. Let’s keep it moving. The @NB_Baseball @Program15BB @ftrstarsseries Rolls on #WeGotNow https://t.co/bW2PnExYlz",1610824979,"Twitter for iPhone",30,4,140488600,"_JeremyBooth","Jeremy Booth",16106,1670,48416,"Earth ","Husband to @_reneebooth. CEO, President of Baseball Operations @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/rmoen24/status/1350637156486815744","Robbie Moen","","",NA,FALSE,146,360,0,1938,3980,1359481509,FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,NA
"8",8,1131698000,1.350637e+18,1610851933,"rmoen24","Got a chance to be epic. #WeGotNow https://t.co/Yodhf0psW6","Twitter for iPhone",76,NA,NA,NA,FALSE,TRUE,0,6,NA,NA,"WeGotNow",NA,NA,NA,NA,"http://pbs.twimg.com/media/Er4G26gXcAAnpc7.jpg","https://t.co/Yodhf0psW6","https://twitter.com/_JeremyBooth/status/1350524483048767498/photo/1","photo","c(""http://pbs.twimg.com/media/Er4G26gXcAAnpc7.jpg"", ""http://pbs.twimg.com/media/Er4G26-W4AAbPbt.jpg"", ""http://pbs.twimg.com/media/Er4G28EXMAACfFs.jpg"", ""http://pbs.twimg.com/media/Er4G29qW8AMibGA.jpg"")","c(""https://t.co/Yodhf0psW6"", ""https://t.co/Yodhf0psW6"", ""https://t.co/Yodhf0psW6"", ""https://t.co/Yodhf0psW6"")","c(""https://twitter.com/_JeremyBooth/status/1350524483048767498/photo/1"", ""https://twitter.com/_JeremyBooth/status/1350524483048767498/photo/1"", ""https://twitter.com/_JeremyBooth/status/1350524483048767498/photo/1"", ""https://twitter.com/_JeremyBooth/status/1350524483048767498/photo/1"")",NA,"140488570","_JeremyBooth","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.350524e+18,"Got a chance to be epic. #WeGotNow https://t.co/Yodhf0psW6",1610825102,"Twitter for iPhone",33,6,140488600,"_JeremyBooth","Jeremy Booth",16106,1670,48416,"Earth ","Husband to @_reneebooth. CEO, President of Baseball Operations @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/rmoen24/status/1350637016560627716","Robbie Moen","","",NA,FALSE,146,360,0,1938,3980,1359481509,FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,NA
"9",9,1131698000,1.350637e+18,1610852026,"rmoen24","Big TK was at the @NB_Baseball @Program15BB @ftrstarsseries National Combine last July #WeGotNow https://t.co/1pN9Zz11kK","Twitter for iPhone",114,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,"WeGotNow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""140488570"", ""365013915"", ""3873202333"", ""768995960643084292"")","c(""_JeremyBooth"", ""NB_Baseball"", ""Program15BB"", ""ftrstarsseries"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.350075e+18,"Big TK was at the @NB_Baseball @Program15BB @ftrstarsseries National Combine last July #WeGotNow https://t.co/1pN9Zz11kK",1610717964,"Twitter for iPhone",30,7,140488600,"_JeremyBooth","Jeremy Booth",16106,1670,48416,"Earth ","Husband to @_reneebooth. CEO, President of Baseball Operations @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/rmoen24/status/1350637407750787077","Robbie Moen","","",NA,FALSE,146,360,0,1938,3980,1359481509,FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,NA
"10",10,1.28959e+18,1.35136e+18,1611024353,"GrAngEriOU_","Introducing the TWO WXY.

Today’s game is positionless. On court this season. Launching in 2021. @newbalance #WeGotNow https://t.co/ElCw9uZTuW","Twitter for Android",140,NA,NA,NA,FALSE,TRUE,0,111,NA,NA,"WeGotNow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""1042043028922425344"", ""5838072"")","c(""newbalancehoops"", ""newbalance"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.343573e+18,"Introducing the TWO WXY.

Today’s game is positionless. On court this season. Launching in 2021. @newbalance #WeGotNow https://t.co/ElCw9uZTuW",1609167664,"Twitter Web App",1266,111,1.042043e+18,"newbalancehoops","New Balance Basketball",12423,16,578,"Boston, MA","WE GOT NOW.",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/GrAngEriOU_/status/1351360201383936001","grrrr","Goiânia, Brasil","insta' clarissa_teixeiradasilva",NA,FALSE,127,637,0,2174,65382,1596297236,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/1289590166139658247/1606511462",NA,"http://pbs.twimg.com/profile_images/1347662097941991424/UyJu7gBX_normal.jpg",NA,NA
"11",11,632540600,1.350075e+18,1610718037,"ftrstarsscout","Big TK was at the @NB_Baseball @Program15BB @ftrstarsseries National Combine last July #WeGotNow https://t.co/1pN9Zz11kK","Twitter for iPhone",114,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,"WeGotNow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""140488570"", ""365013915"", ""3873202333"", ""768995960643084292"")","c(""_JeremyBooth"", ""NB_Baseball"", ""Program15BB"", ""ftrstarsseries"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.350075e+18,"Big TK was at the @NB_Baseball @Program15BB @ftrstarsseries National Combine last July #WeGotNow https://t.co/1pN9Zz11kK",1610717964,"Twitter for iPhone",30,7,140488600,"_JeremyBooth","Jeremy Booth",16106,1670,48416,"Earth ","Husband to @_reneebooth. CEO, President of Baseball Operations @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/ftrstarsscout/status/1350075419387703298","𝗙𝘂𝘁𝘂𝗿𝗲 𝗦𝘁𝗮𝗿𝘀 𝗦𝗰𝗼𝘂𝘁𝗶𝗻𝗴","","The @ftrstarsseries global player identification and development series for @NB_Baseball executed by @Program15BB to #FollowNoOne #MakeYourName","https://t.co/CHeGeKhsIQ",FALSE,14726,4613,19,11120,15823,1341977298,FALSE,"https://t.co/CHeGeKhsIQ","http://futurestarsseries.com",NA,"https://pbs.twimg.com/profile_banners/632540588/1578362538","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1214366611735494656/y4QH9PQe_normal.jpg",NA,NA
"12",12,632540600,1.350619e+18,1610847735,"ftrstarsscout","Got a chance to be epic. #WeGotNow https://t.co/Yodhf0psW6","Twitter for iPhone",76,NA,NA,NA,FALSE,TRUE,0,6,NA,NA,"WeGotNow",NA,NA,NA,NA,"http://pbs.twimg.com/media/Er4G26gXcAAnpc7.jpg","https://t.co/Yodhf0psW6","https://twitter.com/_JeremyBooth/status/1350524483048767498/photo/1","photo","c(""http://pbs.twimg.com/media/Er4G26gXcAAnpc7.jpg"", ""http://pbs.twimg.com/media/Er4G26-W4AAbPbt.jpg"", ""http://pbs.twimg.com/media/Er4G28EXMAACfFs.jpg"", ""http://pbs.twimg.com/media/Er4G29qW8AMibGA.jpg"")","c(""https://t.co/Yodhf0psW6"", ""https://t.co/Yodhf0psW6"", ""https://t.co/Yodhf0psW6"", ""https://t.co/Yodhf0psW6"")","c(""https://twitter.com/_JeremyBooth/status/1350524483048767498/photo/1"", ""https://twitter.com/_JeremyBooth/status/1350524483048767498/photo/1"", ""https://twitter.com/_JeremyBooth/status/1350524483048767498/photo/1"", ""https://twitter.com/_JeremyBooth/status/1350524483048767498/photo/1"")",NA,"140488570","_JeremyBooth","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.350524e+18,"Got a chance to be epic. #WeGotNow https://t.co/Yodhf0psW6",1610825102,"Twitter for iPhone",33,6,140488600,"_JeremyBooth","Jeremy Booth",16106,1670,48416,"Earth ","Husband to @_reneebooth. CEO, President of Baseball Operations @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/ftrstarsscout/status/1350619411464511490","𝗙𝘂𝘁𝘂𝗿𝗲 𝗦𝘁𝗮𝗿𝘀 𝗦𝗰𝗼𝘂𝘁𝗶𝗻𝗴","","The @ftrstarsseries global player identification and development series for @NB_Baseball executed by @Program15BB to #FollowNoOne #MakeYourName","https://t.co/CHeGeKhsIQ",FALSE,14726,4613,19,11120,15823,1341977298,FALSE,"https://t.co/CHeGeKhsIQ","http://futurestarsseries.com",NA,"https://pbs.twimg.com/profile_banners/632540588/1578362538","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1214366611735494656/y4QH9PQe_normal.jpg",NA,NA
"13",13,632540600,1.34939e+18,1610554691,"ftrstarsscout","Those who used the @NB_Baseball @Program15BB @ftrstarsseries player nomination link in the past week, your submissions have been reviewed. Please be on the lookout for your determination. Thanks #WeGotNow","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""140488570"", ""365013915"", ""3873202333"", ""768995960643084292"")","c(""_JeremyBooth"", ""NB_Baseball"", ""Program15BB"", ""ftrstarsseries"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.349386e+18,"Those who used the @NB_Baseball @Program15BB @ftrstarsseries player nomination link in the past week, your submissions have been reviewed. Please be on the lookout for your determination. Thanks #WeGotNow",1610553644,"Twitter for iPhone",25,6,140488600,"_JeremyBooth","Jeremy Booth",16106,1670,48416,"Earth ","Husband to @_reneebooth. CEO, President of Baseball Operations @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/ftrstarsscout/status/1349390294639386625","𝗙𝘂𝘁𝘂𝗿𝗲 𝗦𝘁𝗮𝗿𝘀 𝗦𝗰𝗼𝘂𝘁𝗶𝗻𝗴","","The @ftrstarsseries global player identification and development series for @NB_Baseball executed by @Program15BB to #FollowNoOne #MakeYourName","https://t.co/CHeGeKhsIQ",FALSE,14726,4613,19,11120,15823,1341977298,FALSE,"https://t.co/CHeGeKhsIQ","http://futurestarsseries.com",NA,"https://pbs.twimg.com/profile_banners/632540588/1578362538","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1214366611735494656/y4QH9PQe_normal.jpg",NA,NA
"14",14,632540600,1.349427e+18,1610563403,"ftrstarsscout","One of the best games of last summer in @LakeCharlesCVB between @NorCalU1 and @knightknation4L. Two great teams battling. Out or safe? #WeGotNow
https://t.co/hXOvUUOUbZ","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""768995960643084292"", ""41175845"", ""1233887376604221440"", ""741768626"")","c(""ftrstarsseries"", ""LakeCharlesCVB"", ""NorCalU1"", ""knightknation4L"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.349426e+18,"One of the best games of last summer in @LakeCharlesCVB between @NorCalU1 and @knightknation4L. Two great teams battling. Out or safe? #WeGotNow
https://t.co/hXOvUUOUbZ",1610563301,"Twitter for iPhone",52,7,7.68996e+17,"ftrstarsseries","New Balance 𝗙𝘂𝘁𝘂𝗿𝗲 𝗦𝘁𝗮𝗿𝘀 𝗦𝗲𝗿𝗶𝗲𝘀",22691,7560,19908,"","The global player identification and development series for @NB_Baseball executed by @Program15BB to #MakeYourName Email Us: info@program15.com",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/ftrstarsscout/status/1349426836174991362","𝗙𝘂𝘁𝘂𝗿𝗲 𝗦𝘁𝗮𝗿𝘀 𝗦𝗰𝗼𝘂𝘁𝗶𝗻𝗴","","The @ftrstarsseries global player identification and development series for @NB_Baseball executed by @Program15BB to #FollowNoOne #MakeYourName","https://t.co/CHeGeKhsIQ",FALSE,14726,4613,19,11120,15823,1341977298,FALSE,"https://t.co/CHeGeKhsIQ","http://futurestarsseries.com",NA,"https://pbs.twimg.com/profile_banners/632540588/1578362538","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1214366611735494656/y4QH9PQe_normal.jpg",NA,NA
"15",15,632540600,1.351349e+18,1611021639,"ftrstarsscout","Just large news coming very soon about these events. Rosters are just beginning to be formed but man this is gonna be good. Get to a @NB_Baseball @Program15BB @ftrstarsseries Regional Combine #WeGotNow https://t.co/yvPQFjg4Pv","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"140488570","_JeremyBooth","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.351331e+18,"Just large news coming very soon about these events. Rosters are just beginning to be formed but man this is gonna be good. Get to a @NB_Baseball @Program15BB @ftrstarsseries Regional Combine #WeGotNow https://t.co/yvPQFjg4Pv",1611017357,"Twitter for iPhone",37,6,140488600,"_JeremyBooth","Jeremy Booth",16106,1670,48416,"Earth ","Husband to @_reneebooth. CEO, President of Baseball Operations @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/ftrstarsscout/status/1351348817602490369","𝗙𝘂𝘁𝘂𝗿𝗲 𝗦𝘁𝗮𝗿𝘀 𝗦𝗰𝗼𝘂𝘁𝗶𝗻𝗴","","The @ftrstarsseries global player identification and development series for @NB_Baseball executed by @Program15BB to #FollowNoOne #MakeYourName","https://t.co/CHeGeKhsIQ",FALSE,14726,4613,19,11120,15823,1341977298,FALSE,"https://t.co/CHeGeKhsIQ","http://futurestarsseries.com",NA,"https://pbs.twimg.com/profile_banners/632540588/1578362538","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1214366611735494656/y4QH9PQe_normal.jpg",NA,NA
